/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.30
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 7: 
(-(x1)(0.21485)) | Numero de nos: 3 | Erro: 434176935329792.0000000000000000000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
MELHOR: (*(*(*(x1)(x1))(x1))(+(x1)(/(+(x1)(/(+(x1)(/(+(x1)(/(/(*(x1)(x1))(x1))(x1)))(x1)))(x1)))(x1)))) | Numero de nos: 27 | Erro: 1.2978518009185791000000000 |
